ARI,Body_Noun_No,Body_Verb_No,Jaccard_Similarity,LDA_Topic_00,LDA_Topic_01,Label,NounProbability,PrepositionProbability,VerbProbability,average_token_length,avg_negative_polarity,avg_positive_polarity,max_negative_polarity,max_positive_polarity,min_negative_polarity,min_positive_polarity,n_non_stop_unique_tokens,n_non_stop_words,n_tokens_content,n_tokens_title,n_unique_tokens,rate_of_negative_words,rate_of_negative_words_nn,rate_of_positive_words,rate_of_positive_words_nn,text_sentiment_polarity,text_subjectivity,title_abs_sentiment_polarity,title_sentiment_polarity,title_subjectivity
5.7467157584683335,23,18,0.007168458781362008,0.7403581172164376,0.2596418827835623,FAKE,0.00013556433496010535,0.00015878056525881233,0.0005121638924455825,4.255102040816326,0.0,0.25,-99.0,0.5,0.0,0.5,1.0408163265306123,0.6224489795918368,97,9,17.0,0.010204081632653059,1.0,0.020408163265306117,2.0,0.1,0.405,0.0,0.0,0.0
14.059306418219455,105,54,0.014377657521169474,0.2444196433658669,0.7555803566341328,FAKE,0.0004163761716631807,0.00015878056525881233,0.0007682458386683739,4.671826625386997,-0.2047619047619048,0.16250000000000006,-0.21428571428571427,0.5,-0.4,0.05000000000000002,1.0123839009287925,0.6656346749226006,322,12,38.0,0.009287925696594429,1.0,0.02476780185758514,2.6666666666666665,0.05477120535714287,0.3764880952380952,0.05000000000000002,0.05000000000000002,0.5
13.46524109014675,77,56,0.01695296038566138,0.19937699405210368,0.8006230059478964,FAKE,0.00037764350453172205,0.00015878056525881233,0.0012804097311139564,4.2669172932330826,-0.19444444444444445,0.3104166666666667,-0.2916666666666667,0.5,-0.2916666666666667,0.1,1.018796992481203,0.631578947368421,265,10,33.4,0.011278195488721804,1.0,0.030075187969924814,2.6666666666666665,0.183,0.5336666666666666,0.0,0.0,0.0
5.5397058823529415,22,9,0.011329718225012721,0.056305552360026385,0.9436944476399736,FAKE,9.683166782864668e-05,0.00015878056525881233,0.00025608194622279127,4.288461538461538,-0.5,0.4,-1.0,0.8,-1.0,0.8,1.0769230769230769,0.6346153846153846,51,24,9.4,0.038461538461538464,1.0,0.038461538461538464,1.0,0.0,0.9166666666666666,0.25,-0.25,0.0
10.685706970128015,105,69,0.009756771697070205,0.9965438205811106,,FAKE,0.0005422573398404214,0.0006351222610352493,0.00038412291933418694,4.738544474393531,-0.16337868480725626,0.3890756302521009,-0.05,0.9,-0.5,0.1,1.013477088948787,0.6630727762803235,370,16,45.2,0.018867924528301886,1.0,0.04582210242587601,2.4285714285714284,0.1764720942140297,0.4487839221710191,0.625,0.625,0.9
9.601459197787,73,31,0.011666062647888196,0.9946245610269738,,FAKE,0.0002420791695716167,0.0022229279136233727,0.00012804097311139564,4.43801652892562,-0.4404336734693878,0.2071428571428572,-0.15,0.35,-1.0,0.2,0.9793388429752066,0.7933884297520661,241,12,25.6,0.05785123966942149,1.0,0.02066115702479339,0.35714285714285715,-0.2640977443609023,0.6684210526315791,0.25,0.25,0.9
15.977464265294454,303,197,0.023911305142870373,0.4197409750926717,0.5802590249073283,FAKE,0.0013943760167325122,0.00031756113051762465,0.0033290653008962866,4.187660668380463,-0.4489130434782608,0.3387515710096355,-0.1,0.8,-1.0,0.13636363636363635,1.0214224507283634,0.6409597257926307,1166,36,92.2,0.01970865467009426,1.0,0.026563838903170524,1.3478260869565215,-0.01208908279220779,0.5217318272005773,0.04999999999999999,-0.04999999999999999,0.45
15.270103686635942,189,53,0.015440379280972553,0.6231591532168009,0.3768408467831991,FAKE,0.0005035246727089627,0.000476341695776437,0.0019206145966709346,4.901149425287357,-0.1958333333333333,0.22900432900432904,-0.1,0.6000000000000001,-0.4,0.1,1.0436781609195402,0.7678160919540229,434,27,51.2,0.01839080459770115,1.0,0.016091954022988506,0.875,0.0033549783549783594,0.2992063492063492,0.095,-0.095,0.86
16.787160789001796,78,33,0.02031201610374847,0.2756415545168125,0.7243584454831875,FAKE,0.0003001781702688047,0.001905366783105748,0.0006402048655569782,4.470833333333333,0.0,0.2126082251082251,-99.0,0.5,0.0,0.05,1.0416666666666667,0.6416666666666667,239,20,28.2,0.004166666666666668,1.0,0.025,6.0,0.10630411255411257,0.37914862914862907,0.4,-0.4,0.5333333333333333
6.760821917808223,53,20,0.014061171460565429,0.26235059126908666,0.7376494087309133,FAKE,0.00023239600278875203,0.001905366783105748,0.00012804097311139564,4.020408163265306,-0.4678571428571429,0.2777777777777777,-0.3125,0.7333333333333333,-1.0,0.1,1.0476190476190477,0.6666666666666666,146,27,21.4,0.034013605442176874,1.0,0.020408163265306117,0.6,-0.1882440476190476,0.6998511904761905,1.0,-1.0,1.0
